Site	Street Number	Prefix	Street Name	Suffix	Site Modifier Full	Site Lot Number	Site City	Site State	Site Zip5	Initial Meter Set Date
462781283	423	E	BUCKEYE	RD	R/R  X		PHOENIX	ARIZONA	85004	4/10/2012 12:00:00 AM
462847287	3829	W	DESERT CREEK	LN		162	PHOENIX	ARIZONA	85086	12/17/2011 12:00:00 AM
462888286	3545	S	WOODPECKER	DR		41	YUMA	ARIZONA	85365	3/4/2010 12:00:00 AM
462898282	13699	N	LITCHFIELD	RD	STE 104 2OF3		SURPRISE	ARIZONA	85379	2/3/2012 12:00:00 AM
462990284	1942	E	JACKSON	ST			PHOENIX	ARIZONA	85034	7/30/2012 12:00:00 AM
463011283	802	W	HONONEGH	DR			PHOENIX	ARIZONA	85027	4/8/2011 12:00:00 AM
463069282	3400	S	AVENUE 7E		UNIT 143		YUMA	ARIZONA	85365	11/18/2010 12:00:00 AM
463120289	6226	N	14	ST	UNIT C		PHOENIX	ARIZONA	85014	10/27/2011 12:00:00 AM
463121288	16025	N	25	DR			PHOENIX	ARIZONA	85023	6/3/2011 12:00:00 AM
463140285	1814	E	AURELIUS	AVE			PHOENIX	ARIZONA	85020	5/31/2011 12:00:00 AM
463152387	4020		INDUSTRIAL	WAY	UNIT 130		WICKENBURG	ARIZONA	85390	12/27/2011 12:00:00 AM
463261389	3954	E	SUNSET	DR			RIMROCK	ARIZONA	86335	6/23/2011 12:00:00 AM
463382381	341	W	YUMA	ST			PHOENIX	ARIZONA	85003	7/23/2012 12:00:00 AM
463390280	1932	W	MARICOPA	ST			PHOENIX	ARIZONA	85009	10/30/2010 12:00:00 AM
463390388	4112		PHELPS				PHOENIX	ARIZONA	85032	5/14/2010 12:00:00 AM
463428281	18217	N	CANAL	DR		671	SURPRISE	ARIZONA	85374	11/30/2011 12:00:00 AM
463442383	20435	N	7	ST	UNIT 1025		PHOENIX	ARIZONA	85024	5/2/2012 12:00:00 AM
463511385	4183	S	DESERT WILLOW	WAY	CATV		YUMA	ARIZONA	85365	6/18/2010 12:00:00 AM
463540284	11030	N	43	DR			GLENDALE	ARIZONA	85304	7/23/2010 12:00:00 AM
463550282	5641	N	8	DR			PHOENIX	ARIZONA	85013	5/25/2011 12:00:00 AM
463688286	8962	E	DESERT COVE	AVE	STE 115		SCOTTSDALE	ARIZONA	85260	5/7/2010 12:00:00 AM
463716285	5064	S	PYRITE	RD		76	FLAGSTAFF	ARIZONA	86001	8/3/2010 12:00:00 AM
463717289	1884	N	142	AVE		30	GOODYEAR	ARIZONA	85395	6/22/2011 12:00:00 AM
463730382	19137	W	MONROE	ST		182	BUCKEYE	ARIZONA	85326	5/16/2012 12:00:00 AM
463822383	12825	E	TANNER RANCH	RD			WILLIAMS	ARIZONA	86046	1/19/2011 12:00:00 AM
463858289	5558	W	MINE	TRL		125	PHOENIX	ARIZONA	85083	8/27/2010 12:00:00 AM
463867289	17960	W	IVY	LN		31	SURPRISE	ARIZONA	85388	5/17/2011 12:00:00 AM
463921289	715	N	12	AVE	APT 2		PHOENIX	ARIZONA	85007	4/26/2012 12:00:00 AM
463925289	11680	E	CALLE GAUDI			15	YUMA	ARIZONA	85367	8/12/2010 12:00:00 AM
464001389	7100	N	MUMMY MOUNTAIN	RD			PARADISE VALLEY	ARIZONA	85253	8/13/2010 12:00:00 AM
464041383	5415	S	RAINBOW	RD			BUCKEYE	ARIZONA	85326	1/14/2011 12:00:00 AM
464052380	4241	N	CORNWALL	RD		1447	PRESCOTT VALLEY	ARIZONA	86314	1/19/2012 12:00:00 AM
464082388	1250	S	3	AVE			PHOENIX	ARIZONA	85003	6/8/2012 12:00:00 AM
464090284	2102	N	201	AVE			BUCKEYE	ARIZONA	85396	11/9/2011 12:00:00 AM
464120288	6333	N	10	ST	UNIT 14		PHOENIX	ARIZONA	85014	1/7/2011 12:00:00 AM
464140287	1830	E	HAYWARD	AVE	APT 3		PHOENIX	ARIZONA	85020	10/29/2011 12:00:00 AM
464150289	830	E	DIANA	AVE			PHOENIX	ARIZONA	85020	8/9/2011 12:00:00 AM
464197283	18885	N	REEMS	RD	STE 101 2OF4		SURPRISE	ARIZONA	85374	9/22/2011 12:00:00 AM
464230380	3207	W	COLUMBIA	AVE			YUMA	ARIZONA	85364	7/19/2011 12:00:00 AM
464261383	997	E	PINE KNOLL	DR	UNIT 525		FLAGSTAFF	ARIZONA	86001	1/4/2011 12:00:00 AM
464270388	14499	S	AVENUE 3E		UNIT 2		YUMA	ARIZONA	85365	2/9/2010 12:00:00 AM
464330387	1705	W	BUCKHORN	TRL		37	PHOENIX	ARIZONA	85085	11/23/2011 12:00:00 AM
464360286	1160	E	COCHISE	DR			PHOENIX	ARIZONA	85020	8/13/2010 12:00:00 AM
464387285	1814	W	YELLOW BIRD	LN		45	PHOENIX	ARIZONA	85085	7/12/2010 12:00:00 AM
464407283	879	E	COUNTY 22	ST	APT H105		SAN LUIS	ARIZONA	85349	8/2/2012 12:00:00 AM
464431380	12389	E	VIA LINDA		NEWPATH		SCOTTSDALE	ARIZONA	85259	10/7/2010 12:00:00 AM
464431387	390	E	LAKESIDE	PKWY	TEMPY		CASA GRANDE	ARIZONA	85122	8/26/2010 12:00:00 AM
464438288	7581		QUAIL	AVE		160	GLENDALE	ARIZONA	85308	1/17/2012 12:00:00 AM
464462380	615	E	WEBER	DR	UNIT 4042		TEMPE	ARIZONA	85281	4/5/2012 12:00:00 AM
464472386	3859	N	FAIRFAX	RD		1340	PRESCOTT VALLEY	ARIZONA	86314	5/8/2012 12:00:00 AM
464501386	2317	S	34	DR	APT 5		YUMA	ARIZONA	85364	5/19/2010 12:00:00 AM
464530284	3015	W	REDFIELD	RD			PHOENIX	ARIZONA	85053	10/26/2010 12:00:00 AM
464540287	11008	N	45	LN			GLENDALE	ARIZONA	85304	11/10/2011 12:00:00 AM
464552386	29182	N	129	GLN	5571 JSP	2282	PEORIA	ARIZONA	85383	6/23/2012 12:00:00 AM
464580386	179	S	TATUM	TRL		38	PAYSON	ARIZONA	85541	2/5/2010 12:00:00 AM
464587284	13068	W	BIG OAK	ST		1265	PEORIA	ARIZONA	85383	1/7/2010 12:00:00 AM
464621389	7504	W	PATRIOT	WAY	LOT 27		FLORENCE	ARIZONA	85132	9/6/2011 12:00:00 AM
464669284	3400	S	AVENUE 7E		UNIT 187		YUMA	ARIZONA	85365	11/23/2010 12:00:00 AM
464732385	9505	S	KRISTA	DR		63	GOODYEAR	ARIZONA	85338	8/17/2012 12:00:00 AM
464761283	7501	E	LAS FLORES	AVE	PV 19	7505	PRESCOTT VALLEY	ARIZONA	86314	6/9/2011 12:00:00 AM
464812383	133	W	6	ST	UNIT 1531		TEMPE	ARIZONA	85281	8/11/2011 12:00:00 AM
464822388	902	W	HOPI		APT 3		HOLBROOK	ARIZONA	86025	3/5/2012 12:00:00 AM
464831387	9532	E	CONQUISTADORES	DR	TEMPY	9	SCOTTSDALE	ARIZONA	85255	12/15/2010 12:00:00 AM
464891388	1160	N	27	AVE			SHOW LOW	ARIZONA	85901	7/13/2011 12:00:00 AM
464931381	15321	S	180	AVE		136	GOODYEAR	ARIZONA	85338	1/26/2012 12:00:00 AM
464962380	803	E	KENSINGTON	DR	APT 628		FLAGSTAFF	ARIZONA	86001	8/21/2012 12:00:00 AM
464991385	665		DUST DEVIL	DR			PARKS	ARIZONA	86018	5/25/2011 12:00:00 AM
465042382	13965	W	STATLER	BLVD	TEMPY		SURPRISE	ARIZONA	85374	11/28/2011 12:00:00 AM
465082388	1711		CLAIRE	ST		16	PRESCOTT	ARIZONA	86301	6/7/2012 12:00:00 AM
465117286	11809	W	DONALD	DR		25	SUN CITY	ARIZONA	85373	7/26/2011 12:00:00 AM
465149281	4013	E	EXPEDITION	WAY		40	PHOENIX	ARIZONA	85050	6/30/2011 12:00:00 AM
465149286	4020	E	HASHKNIFE	RD		106	PHOENIX	ARIZONA	85050	2/24/2012 12:00:00 AM
465232380	601	S	FARMER	AVE	UNIT 506		TEMPE	ARIZONA	85281	11/4/2011 12:00:00 AM
465232386	601	S	FARMER	AVE	UNIT 507		TEMPE	ARIZONA	85281	11/4/2011 12:00:00 AM
465249284	3400	N	DYSART	RD	STE 119		AVONDALE	ARIZONA	85392	9/16/2010 12:00:00 AM
465250280	20128	E	BEAR CANYON	RD	LOT 375W		MAYER	ARIZONA	86333	6/28/2011 12:00:00 AM
465270389	5823	E	JAKE HAVEN			238	CAVE CREEK	ARIZONA	85331	11/18/2011 12:00:00 AM
465317287	32309	N	16	AVE		3	PHOENIX	ARIZONA	85085	9/16/2010 12:00:00 AM
465342384	1508	S	SAN FRANCISCO	ST	APT 802		FLAGSTAFF	ARIZONA	86001	5/24/2012 12:00:00 AM
465359285	1784	S	236	DR		359	BUCKEYE	ARIZONA	85326	11/23/2011 12:00:00 AM
465397284	16783	W	HAMMOND	ST		28	GOODYEAR	ARIZONA	85338	5/6/2010 12:00:00 AM
465411384	35		FOREST	CIR		24	SEDONA	ARIZONA	86336	6/24/2010 12:00:00 AM
465421288	122	N	16	ST			PHOENIX	ARIZONA	85034	6/17/2011 12:00:00 AM
465432387	204	W	5	ST	STE D		DOUGLAS	ARIZONA	85607	10/25/2011 12:00:00 AM
465481385	3845	N	VIEWPOINT	DR	APT 217		PRESCOTT VALLEY	ARIZONA	86314	10/19/2011 12:00:00 AM
465490382	4080	S	SUNLIGHT	WAY		71	YUMA	ARIZONA	85365	6/11/2012 12:00:00 AM
465518285	17581	W	LARKSPUR	DR		119	SURPRISE	ARIZONA	85388	11/29/2011 12:00:00 AM
465535282	6014	W	PARK VIEW	LN		193	GLENDALE	ARIZONA	85310	1/21/2011 12:00:00 AM
465551282	2450	N	CANTA LIBRE	RD	CV		CHINO VALLEY	ARIZONA	86323	8/24/2011 12:00:00 AM
465556281	4222	N	150	DR		265	GOODYEAR	ARIZONA	85395	10/7/2010 12:00:00 AM
465572385	909	N	3	ST	TEMP		PHOENIX	ARIZONA	85004	5/18/2012 12:00:00 AM
465590384	16655	N	90	ST	STE 201		SCOTTSDALE	ARIZONA	85260	6/7/2012 12:00:00 AM
465608280	26814	W	YUKON	DR		36	BUCKEYE	ARIZONA	85396	8/3/2012 12:00:00 AM
465680282	718	N	4	AVE			SAN LUIS	ARIZONA	85349	1/21/2011 12:00:00 AM
465680283	2721	W	VAN BUREN	ST	STE 100		PHOENIX	ARIZONA	85009	1/11/2012 12:00:00 AM
465697287	16113	N	21	LN		461	PHOENIX	ARIZONA	85023	12/8/2010 12:00:00 AM
465720283	7339	N	11	ST			PHOENIX	ARIZONA	85020	12/28/2011 12:00:00 AM
465720288	7022	N	11	ST			PHOENIX	ARIZONA	85020	5/5/2011 12:00:00 AM
465761386	16327	W	CHEERY LYNN	RD		78	GOODYEAR	ARIZONA	85395	5/26/2011 12:00:00 AM
465782389	809	N	5	AVE	UNIT 323		PHOENIX	ARIZONA	85003	7/27/2012 12:00:00 AM
465786280	22721	N	119	DR		9	SUN CITY	ARIZONA	85373	5/13/2010 12:00:00 AM
465831287	2311	E	UNION HILLS	DR	APT 112		PHOENIX	ARIZONA	85024	8/6/2012 12:00:00 AM
465832281	11760	E	WINDROSE	DR		157	SCOTTSDALE	ARIZONA	85259	10/20/2011 12:00:00 AM
465841382	6340	E	MOUNTAIN VIEW	RD	NEWPATH		PARADISE VALLEY	ARIZONA	85253	3/9/2012 12:00:00 AM
465889286	13640	N	7	ST			PHOENIX	ARIZONA	85022	11/5/2011 12:00:00 AM
465897282	18274	W	MARCONI	AVE	3334 JSP	83	SURPRISE	ARIZONA	85388	8/4/2012 12:00:00 AM
465938288	14761	S	LUNA	CIR		450	LITCHFIELD PARK	ARIZONA	85340	8/22/2011 12:00:00 AM
465952386	901		IVY GLEN			29	PRESCOTT	ARIZONA	86305	2/27/2012 12:00:00 AM
466024289	31110	N	163	DR			SURPRISE	ARIZONA	85387	2/3/2010 12:00:00 AM
466032384	3330	E	VAN BUREN	ST	HP8		PHOENIX	ARIZONA	85008	11/2/2011 12:00:00 AM
466032384	3330	E	VAN BUREN	ST	HP8		PHOENIX	ARIZONA	85008	10/28/2011 12:00:00 AM
466122386	1838	W	BELL	RD	STE 113		PHOENIX	ARIZONA	85023	8/30/2011 12:00:00 AM
466149286	4017	E	EXPEDITION	WAY		41	PHOENIX	ARIZONA	85050	5/14/2012 12:00:00 AM
466162386	4756	E	LAREDO	LN			CAVE CREEK	ARIZONA	85331	3/9/2012 12:00:00 AM
466181387	12865	W	BROOKHART	WAY		1797	PEORIA	ARIZONA	85383	5/27/2011 12:00:00 AM
466252388	10		ENTRANCE				GRAND CANYON	ARIZONA	86023	12/19/2011 12:00:00 AM
466302385	2692	S	AVENUE B				YUMA	ARIZONA	85364	6/17/2011 12:00:00 AM
466308288	18136	W	LAS PALMARITAS	DR		81	WADDELL	ARIZONA	85355	11/24/2010 12:00:00 AM
466398286	9870	W	DEANNA	DR		41	PEORIA	ARIZONA	85382	12/21/2010 12:00:00 AM
466402386	329		BREEZY	RD		73	PRESCOTT	ARIZONA	86301	7/12/2011 12:00:00 AM
466436284	14290	W	WILSHIRE	DR		29	GOODYEAR	ARIZONA	85395	6/2/2011 12:00:00 AM
466456286	15032	W	GLENROSA	AVE		185	GOODYEAR	ARIZONA	85395	2/7/2011 12:00:00 AM
466460389	26123	W	VIA DEL SOL	DR		108	BUCKEYE	ARIZONA	85396	10/7/2011 12:00:00 AM
466461384	99		BISBEE		RR		BISBEE	ARIZONA	85603	12/15/2010 12:00:00 AM
466532380	1688		CONSTABLE	ST		23	PRESCOTT	ARIZONA	86301	11/22/2011 12:00:00 AM
466549287	27165	W	TONOPAH	DR		182	BUCKEYE	ARIZONA	85396	7/11/2012 12:00:00 AM
466550285	8372	E	VIA DE LOS LIBROS				SCOTTSDALE	ARIZONA	85258	7/31/2012 12:00:00 AM
466588283	1297	S	MARICOPA	ST		10	FLAGSTAFF	ARIZONA	86001	7/17/2012 12:00:00 AM
466647281	16229	W	BERKELEY	RD		111	GOODYEAR	ARIZONA	85395	11/24/2010 12:00:00 AM
466668285	16824	N	183	LN		373	SURPRISE	ARIZONA	85388	1/6/2012 12:00:00 AM
466680385	13870	N	TONTO	RD			PRESCOTT	ARIZONA	86305	9/28/2010 12:00:00 AM
466759283	1768	S	236	DR		360	BUCKEYE	ARIZONA	85326	8/24/2012 12:00:00 AM
466768287	16840	N	183	LN		374	SURPRISE	ARIZONA	85388	8/23/2011 12:00:00 AM
466933280	11201	N	EL MIRAGE	RD	LOT 826		EL MIRAGE	ARIZONA	85335	10/28/2010 12:00:00 AM
467071389	1829		STARVIEW			61	PRESCOTT	ARIZONA	86305	5/2/2011 12:00:00 AM
467081285	4705	E	SAINT JOHN	RD		33	PHOENIX	ARIZONA	85032	5/19/2011 12:00:00 AM
467121280	7	E	PALO VERDE	ST	STE 4		GILBERT	ARIZONA	85296	5/5/2011 12:00:00 AM
467179283	3400	S	AVENUE 7E		UNIT 202		YUMA	ARIZONA	85365	11/24/2010 12:00:00 AM
467192384	2750	S	18	PL	STE 140		PHOENIX	ARIZONA	85034	6/20/2012 12:00:00 AM
467231384	11103	W	GREER	AVE	QUEST		YOUNGTOWN	ARIZONA	85363	8/31/2010 12:00:00 AM
467241381	9139		TC KERLEY VLY		TRLR SG WD		TUBA CITY	ARIZONA	86045	10/25/2010 12:00:00 AM
467275281	2991	W	29	LN		279	YUMA	ARIZONA	85364	9/1/2010 12:00:00 AM
467298285	9866	W	DEANNA	DR		42	PEORIA	ARIZONA	85382	3/31/2011 12:00:00 AM
467321386	4452		MCLAWS	RD			JOSEPH CITY	ARIZONA	86032	6/24/2010 12:00:00 AM
467332388	601	S	FARMER	AVE	UNIT 510		TEMPE	ARIZONA	85281	11/4/2011 12:00:00 AM
467387286	13699	N	150	AVE		9098	SURPRISE	ARIZONA	85379	6/25/2010 12:00:00 AM
467442383	2625	W	BELL	RD			PHOENIX	ARIZONA	85023	11/22/2011 12:00:00 AM
467442385	1505	S	SAN FRANCISCO	ST	APT 503		FLAGSTAFF	ARIZONA	86001	6/26/2012 12:00:00 AM
467520387	1550	E	CAMPBELL	AVE	UNIT 4044	MP3E	PHOENIX	ARIZONA	85014	2/9/2010 12:00:00 AM
467527288	10212	E	35	ST		394	YUMA	ARIZONA	85365	6/14/2012 12:00:00 AM
467538288	3711	E	HUETT	LN		46	PHOENIX	ARIZONA	85050	8/31/2010 12:00:00 AM
467570287	3717	E	GREENWAY	LN			PHOENIX	ARIZONA	85032	5/9/2011 12:00:00 AM
467580383	56480		HIGHWAY 60				SALOME	ARIZONA	85348	2/9/2010 12:00:00 AM
467612289	8220	E	MOUNTAIN SPRING	RD	MAILBX		SCOTTSDALE	ARIZONA	85255	4/20/2011 12:00:00 AM
467616286	2100	E	FEATHER PLUME				PAYSON	ARIZONA	85541	8/4/2011 12:00:00 AM
467628283	12746	W	CALLE DE POMPAS		2633 JSP	21	PEORIA	ARIZONA	85383	8/7/2012 12:00:00 AM
467702286	515	W	ST JOHN	DR		37	PHOENIX	ARIZONA	85023	4/13/2011 12:00:00 AM
467713286	16036	N	11	AVE	UNIT 1009	9	PHOENIX	ARIZONA	85023	4/7/2011 12:00:00 AM
467731383	706	E	CHERYL	DR	QWEST		PHOENIX	ARIZONA	85020	3/1/2011 12:00:00 AM
467732386	20435	N	7	ST	UNIT 1022		PHOENIX	ARIZONA	85024	4/18/2012 12:00:00 AM
467742387	2775	E	14	ST	POLE		YUMA	ARIZONA	85365	8/15/2012 12:00:00 AM
467789286	830	E	MAREA	ST		138	SAN LUIS	ARIZONA	85349	2/20/2012 12:00:00 AM
467910284	7123	E	BUENA TERRA	WAY			PARADISE VALLEY	ARIZONA	85253	10/31/2011 12:00:00 AM
467944280	42952	N	OUTER BANKS	CT		9	PHOENIX	ARIZONA	85086	7/13/2012 12:00:00 AM
467990282	2407	W	COCOPAH	ST			PHOENIX	ARIZONA	85009	6/23/2011 12:00:00 AM
467991286	15703	N	102	WAY		137	SCOTTSDALE	ARIZONA	85255	2/10/2012 12:00:00 AM
468038280	11250	E	HIGHWAY 69		SPC 2240		DEWEY	ARIZONA	86327	1/19/2012 12:00:00 AM
468041385	9820	E	THOMPSON PEAK	RD	TEMPY 825		SCOTTSDALE	ARIZONA	85255	10/7/2010 12:00:00 AM
468070380	1004		HEAP	AVE		13A	PRESCOTT	ARIZONA	86303	6/3/2010 12:00:00 AM
468101388	4071	S	CEDAR	AVE		61	YUMA	ARIZONA	85365	5/29/2012 12:00:00 AM
468157289	30907	N	120	AVE		9	PEORIA	ARIZONA	85383	11/2/2010 12:00:00 AM
468161287	1110	E	ANNETTE	DR		41	PHOENIX	ARIZONA	85022	7/27/2012 12:00:00 AM
468168289	7936	E	IMPALA	DR		830	PRESCOTT VALLEY	ARIZONA	86315	6/3/2011 12:00:00 AM
468171383	17650	N	102	DR	QWEST		SUN CITY	ARIZONA	85373	1/27/2011 12:00:00 AM
468191283	16620	N	10	AVE		171	PHOENIX	ARIZONA	85023	11/30/2011 12:00:00 AM
468200285	3022	W	JUNIPER	AVE			PHOENIX	ARIZONA	85053	11/21/2011 12:00:00 AM
468261383	997	E	PINE KNOLL	DR	UNIT 1116		FLAGSTAFF	ARIZONA	86001	12/7/2010 12:00:00 AM
468289280	6119	N	418	AVE			TONOPAH	ARIZONA	85354	5/18/2010 12:00:00 AM
468311283	1237	E	PIERCE	ST			PHOENIX	ARIZONA	85006	8/6/2012 12:00:00 AM
468420284	504		LAGUNA	AVE			PARKER	ARIZONA	85344	2/3/2012 12:00:00 AM
468464287	10585	E	CRESCENT MOON	DR		43	SCOTTSDALE	ARIZONA	85262	11/24/2010 12:00:00 AM
468497285	16990	W	WATKINS	ST		40	GOODYEAR	ARIZONA	85338	3/12/2012 12:00:00 AM
468512389	8714	E	WOODLEY	WAY			SCOTTSDALE	ARIZONA	85266	1/11/2012 12:00:00 AM
468520381	56	N	ASH	ST	IRRIG		GILBERT	ARIZONA	85233	7/20/2010 12:00:00 AM
468540282	4236	W	MESCAL	ST			PHOENIX	ARIZONA	85029	3/19/2010 12:00:00 AM
468578287	5350	E	DEER VALLEY	RD	UNIT 1259		PHOENIX	ARIZONA	85054	7/12/2010 12:00:00 AM
468629287	111	W	6	ST	UNIT 1110		TEMPE	ARIZONA	85281	12/16/2010 12:00:00 AM
468680280	2213	W	ADAMS	ST	APT 2		PHOENIX	ARIZONA	85009	9/28/2010 12:00:00 AM
468691284	15640	N	21	AVE		84	PHOENIX	ARIZONA	85023	4/19/2012 12:00:00 AM
468697289	26910	N	54	LN		238	PHOENIX	ARIZONA	85083	5/17/2011 12:00:00 AM
468701383	912		CANTERBURY	LN	HSE		PRESCOTT	ARIZONA	86301	1/7/2011 12:00:00 AM
468721383	997	E	PINE KNOLL	DR	UNIT 1632		FLAGSTAFF	ARIZONA	86001	7/23/2010 12:00:00 AM
468780381	2102		C S RANCH	RD			SHOW LOW	ARIZONA	85901	4/19/2010 12:00:00 AM
468832380	20435	N	7	ST	UNIT 3054		PHOENIX	ARIZONA	85024	4/10/2012 12:00:00 AM
468850388	8649	E	SHORT PUTT	PL		963	CAREFREE	ARIZONA	85377	9/29/2010 12:00:00 AM
468912282	7734	E	TAILSPIN	LN		194	SCOTTSDALE	ARIZONA	85255	4/9/2012 12:00:00 AM
468948282	4260	N	180	DR		340	GOODYEAR	ARIZONA	85395	3/13/2012 12:00:00 AM
469012389	133	W	6	ST	UNIT 1532		TEMPE	ARIZONA	85281	8/11/2011 12:00:00 AM
469031388	1400	E	OWENS				SHOW LOW	ARIZONA	85901	8/26/2010 12:00:00 AM
469040285	13422	N	40	DR			PHOENIX	ARIZONA	85029	10/27/2010 12:00:00 AM
469141383	8041	W	KIRBY	ST			PEORIA	ARIZONA	85345	9/14/2010 12:00:00 AM
469181381	12866	W	BROOKHART	WAY		1798	PEORIA	ARIZONA	85383	2/29/2012 12:00:00 AM
469200288	3421	W	JUNIPER	AVE			PHOENIX	ARIZONA	85053	6/9/2010 12:00:00 AM
469222382	697		6	ST	UNIT 501		PRESCOTT	ARIZONA	86301	9/15/2011 12:00:00 AM
469240386	7823		SARATOGA	WAY	LOT 141		FLORENCE	ARIZONA	85132	7/28/2011 12:00:00 AM
469271384	24		NAU N CAMPUS NAU				NORTHERN AZ UNIV	ARIZONA	86011	2/7/2011 12:00:00 AM
469293289	15525	W	PORT ROYALE	LN		14	SURPRISE	ARIZONA	85379	4/21/2010 12:00:00 AM
469360286	808	E	IRONWOOD	DR	APT 1		PHOENIX	ARIZONA	85020	6/3/2010 12:00:00 AM
469442380	10025	W	PATRICK	LN		39	PEORIA	ARIZONA	85383	7/13/2012 12:00:00 AM
469497284	16973	W	RIO VISTA	LN		9	GOODYEAR	ARIZONA	85338	4/6/2010 12:00:00 AM
469501383	4095	S	CEDAR	AVE		58	YUMA	ARIZONA	85365	7/18/2012 12:00:00 AM
469610382	3667	E	ZACHARY	DR		58	PHOENIX	ARIZONA	85050	12/21/2010 12:00:00 AM
469638283	3825	W	ANTHEM	WAY	UNIT 3016		PHOENIX	ARIZONA	85086	8/7/2012 12:00:00 AM
469671281	11335	S	VIEWPOINTE	AVE		10	YUMA	ARIZONA	85367	7/14/2010 12:00:00 AM
469672386	126	S	42	ST	TEMPY TE1		PHOENIX	ARIZONA	85034	4/12/2012 12:00:00 AM
469698283	9862	W	DEANNA	DR		43	PEORIA	ARIZONA	85382	8/11/2010 12:00:00 AM
469748289	20448	N	98	ST		10	SCOTTSDALE	ARIZONA	85255	5/11/2010 12:00:00 AM
469768286	8010		SONOMA	WAY	LOT 20		FLORENCE	ARIZONA	85132	3/24/2010 12:00:00 AM
469800289	3901	W	PHELPS	RD			PHOENIX	ARIZONA	85053	11/22/2011 12:00:00 AM
469921283	4101	W	UNION HILLS	DR	APT 1015		GLENDALE	ARIZONA	85308	8/2/2012 12:00:00 AM
469962383	615	E	WEBER	DR	UNIT 4046		TEMPE	ARIZONA	85281	4/5/2012 12:00:00 AM
470005288	7975		ACRE	WAY			PRESCOTT VALLEY	ARIZONA	86315	6/3/2011 12:00:00 AM
470010384	21952	N	86	AVE	GATE		PEORIA	ARIZONA	85383	1/29/2010 12:00:00 AM
470048287	14847	W	ALDEA	DR		358	LITCHFIELD PARK	ARIZONA	85340	12/23/2011 12:00:00 AM
470050385	4824	N	196	DR			LITCHFIELD PARK	ARIZONA	85340	3/25/2010 12:00:00 AM
470087284	23024	N	123	DR		25	SUN CITY WEST	ARIZONA	85375	11/8/2010 12:00:00 AM
470170389	1505	S	MULLEN	WAY			PRESCOTT	ARIZONA	86303	7/20/2010 12:00:00 AM
470179285	5307	E	BAKER	DR		282	CAVE CREEK	ARIZONA	85331	3/8/2012 12:00:00 AM
470231387	9469	E	DIAMOND RIM	DR	NEWPATH		SCOTTSDALE	ARIZONA	85255	12/21/2011 12:00:00 AM
470239284	23756	W	PAPAGO	ST		68	BUCKEYE	ARIZONA	85326	3/3/2010 12:00:00 AM
470331284	8940	N	8	ST	APT 220		PHOENIX	ARIZONA	85020	7/1/2010 12:00:00 AM
470357287	1244		SARAFINA	DR		122	PRESCOTT	ARIZONA	86301	10/19/2011 12:00:00 AM
470381384	3845	N	VIEWPOINT	DR	APT 211		PRESCOTT VALLEY	ARIZONA	86314	10/19/2011 12:00:00 AM
470431388	378	N	5	AVE	TEMPY		PHOENIX	ARIZONA	85003	11/1/2010 12:00:00 AM
470431388	378	N	5	AVE	TEMPY		PHOENIX	ARIZONA	85003	9/13/2010 12:00:00 AM
470432380	10207	W	WILLIAMS	RD	TRFSIG		PEORIA	ARIZONA	85383	5/9/2012 12:00:00 AM
470440284	3704	W	3	PL	APT A		YUMA	ARIZONA	85364	9/3/2010 12:00:00 AM
470482389	8252	N	DRY CREEK	RD		948	PRESCOTT VALLEY	ARIZONA	86315	7/16/2012 12:00:00 AM
470511381	1900	W	30	ST	APT 118		YUMA	ARIZONA	85364	11/9/2010 12:00:00 AM
470520380	1550	E	CAMPBELL	AVE	UNIT 1045	MP3F	PHOENIX	ARIZONA	85014	2/9/2010 12:00:00 AM
470561389	16319	W	CHEERY LYNN	RD		79	GOODYEAR	ARIZONA	85395	7/6/2011 12:00:00 AM
470571389	807		GC PIAUTE	CIR			GRAND CANYON	ARIZONA	86023	6/30/2011 12:00:00 AM
470620382	27231	N	17	AVE		38	PHOENIX	ARIZONA	85085	11/23/2011 12:00:00 AM
470631388	42320	S	OLD US HWY 80		TRLR 5		GILA BEND	ARIZONA	85337	7/7/2011 12:00:00 AM
470695283	1627	E	MAPLEWOOD	AVE		74	BUCKEYE	ARIZONA	85326	7/17/2012 12:00:00 AM
470709286	23641	W	LEVI	DR		349	BUCKEYE	ARIZONA	85326	12/1/2011 12:00:00 AM
470711382	17175	E	WYOMING	WAY			DEWEY	ARIZONA	86327	11/12/2010 12:00:00 AM
470728283	18197	W	WEATHERBY	DR		799	SURPRISE	ARIZONA	85374	5/18/2010 12:00:00 AM
470738281	5110	N	ANNIE	CT		293	LITCHFIELD PARK	ARIZONA	85340	5/26/2010 12:00:00 AM
470781385	1051	N	CENTRAL	AVE	SPC 73		SHOW LOW	ARIZONA	85901	4/8/2011 12:00:00 AM
470801286	4236	N	PARKWAY	AVE			SCOTTSDALE	ARIZONA	85251	11/3/2011 12:00:00 AM
470837284	10781	S	SONORA	ST		98	YUMA	ARIZONA	85367	3/17/2010 12:00:00 AM
470851289	8722	W	GROVERS	AVE		164	PEORIA	ARIZONA	85382	2/10/2010 12:00:00 AM
470909283	833	S	COTTON	LN	STE 120 2OF2		GOODYEAR	ARIZONA	85338	6/6/2011 12:00:00 AM
470922381	7179	W	ROWEL	RD		13	PEORIA	ARIZONA	85383	2/24/2012 12:00:00 AM
